PLAYER NAME,BASELINE STROKES,ADJUSTED STROKES
"Ruiter, Nevill",74.312,74.312
"Schaper, Jayden",70.461,70.434
"Schmidt, Ben",71.348,71.348
"Schneider, Marcel",70.569,70.596
"Schott, Freddy",71.639,71.639
"Schwab, Matthias",72.911,72.911
"Scrivener, Jason",71.205,70.978
"Senior, Jack",71.757,71.757
"Sharma, Shubhankar",71.669,71.669
"Shaun, Corey",72.376,72.376
"Shinkwin, Callum",71.299,71.299
"Siem, Marcel",71.129,71.143
"Soderberg, Sebastian",70.852,70.836
"Sordet, Clement",71.877,71.877
"Southgate, Matthew",71.253,71.253
"Sterne, Richard",72.35,72.35
"Stone, Brandon",70.466,70.436
"Strydom, Ockie",73.068,73.068
"Sullivan, Andy",70.837,70.803
"Syme, Connor",71.51,71.452
"Tarren, Callum",71.562,71.542
"Tetak, TadeÃ¡Å¡",72.43,72.43
"Trainer, Martin",73.788,73.788
"Vaillant, Tom",71.156,71.143
"Van Der Vight, Lars",72.525,72.525
"Van Driel, Darius",71.259,71.253
"Van Meijel, Lars",71.995,71.995
"Van Veen, Vince",72.736,72.736
"Van Velzen, Ryan",72.083,72.083
"Veerman, Johannes",70.857,70.836
"Verdonk, Aydan",74.925,74.925
"Von Dellingshausen, Nicolai",71.125,71.089
"Walker, Jimmy",72.674,72.674
"Whitnell, Dale",72.27,72.27
"Wiesberger, Bernd",71.151,71.055
"Williams, Robin",71.427,71.427
"Wilson, Andrew",71.549,71.616
"Winther, Jeff",71.286,71.304
"Woltering, Scott",74.147,74.147
"Wood, Chris",72.72,72.72
"Wu, Brandon",71.406,71.512
"Zanotti, Fabrizio",70.864,70.899
