SITE,DATE,TIME,MARKET,PLAYER,TM,GAME,OFFICIAL LINEUP,BATTING ORDER,,,,OVER PRICE,UNDER PRICE,IMPLIED PROEJCTION,BatX Projection,,
BallyBet,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-245),,1.1,1.17,5.93%,OVER
BallyBet,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-165),,0.91,0.98,8.13%,OVER
BallyBet,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-177),,0.94,1.04,10.06%,OVER
BallyBet,Jul 5,2:10 PM,Hits,Junior Caminero,TB,TB@MIN,,3,,,,1.5 (+240),,1.07,1.14,6.03%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Jackson Holliday,BAL,BAL@ATL,,1,,,,0.5 (-165),,0.91,0.98,7.42%,OVER
BallyBet,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-220),,1.05,1.17,11.51%,OVER
BallyBet,Jul 5,9:40 PM,Hits,Wyatt Langford,TEX,TEX@SD,,6,,,,0.5 (-186),,0.97,0.99,1.77%,OVER
BallyBet,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-210),,1.03,1.12,8.74%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Sal Frelick,MIL,MIL@MIA,,1,,,,1.5 (+235),,1.08,1.11,2.93%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Jackson Chourio,MIL,MIL@MIA,,4,,,,1.5 (+225),,1.1,1.13,2.47%,OVER
BallyBet,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-137),,0.82,0.92,12.23%,OVER
BallyBet,Jul 5,9:40 PM,Hits,Jackson Merrill,SD,TEX@SD,,2,,,,1.5 (+245),,1.06,1.13,6.63%,OVER
BallyBet,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-162),,0.9,0.91,1.05%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Liam Hicks,MIA,MIL@MIA,,7,,,,0.5 (-124),,0.77,0.78,0.37%,OVER
BallyBet,Jul 5,9:10 PM,Hits,Brooks Baldwin,CWS,CWS@COL,,4,,,,1.5 (+190),,1.2,1.22,1.56%,OVER
BallyBet,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-200),,1,1.1,10.03%,OVER
BallyBet,Jul 5,2:10 PM,Hits,Yandy Diaz,TB,TB@MIN,,1,,,,1.5 (+185),,1.22,1.27,4.49%,OVER
BallyBet,Jul 5,2:10 PM,Hits,Brandon Lowe,TB,TB@MIN,,2,,,,0.5 (-240),,1.09,1.11,1.64%,OVER
BallyBet,Jul 5,9:40 PM,Hits,Adolis Garcia,TEX,TEX@SD,,4,,,,0.5 (-177),,0.94,0.97,2.89%,OVER
BallyBet,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-225),,1.06,1.17,10.14%,OVER
BallyBet,Jul 5,2:10 PM,Hits,Jake Mangum,TB,TB@MIN,,5,,,,1.5 (+245),,1.06,1.17,9.96%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Jordan Westburg,BAL,BAL@ATL,,2,,,,0.5 (-200),,1,1.02,1.76%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-125),,0.78,0.83,7.29%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-200),,1,1.03,2.50%,OVER
BallyBet,Jul 5,9:40 PM,Hits,Josh H. Smith,TEX,TEX@SD,,1,,,,0.5 (-205),,1.01,1.02,0.79%,OVER
BallyBet,Jul 5,2:10 PM,Hits,Josh Lowe,TB,TB@MIN,,6,,,,0.5 (-225),,1.06,1.08,1.86%,OVER
BallyBet,Jul 5,2:10 PM,Hits,Taylor Walls,TB,TB@MIN,,7,,,,0.5 (-157),,0.88,0.89,0.96%,OVER
BallyBet,Jul 5,9:40 PM,Hits,Gavin Sheets,SD,TEX@SD,,6,,,,0.5 (-148),,0.86,0.86,0.42%,OVER
BallyBet,Jul 5,9:40 PM,Hits,Jake Burger,TEX,TEX@SD,,8,,,,0.5 (-141),,0.83,0.92,10.36%,OVER
BallyBet,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-240),,1.09,1.09,0.04%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-240),,1.09,1.09,0.07%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Ronald Acuna Jr.,ATL,BAL@ATL,,1,,,,1.5 (+200),,1.16,1.24,6.84%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Austin Riley,ATL,BAL@ATL,,3,,,,0.5 (-235),,1.08,1.12,3.91%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Jesus Sanchez,MIA,MIL@MIA,,2,,,,0.5 (-182),,0.96,0.99,2.97%,OVER
BallyBet,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-130),,0.8,0.8,1.02%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Aaron Judge,NYY,NYY@NYM,,2,,,,1.5 (+225),,1.1,1.14,3.43%,OVER
BallyBet,Jul 5,4:10 PM,Hits,Gary Sanchez,BAL,BAL@ATL,,6,,,,0.5 (-121),,0.76,0.8,4.76%,OVER
BallyBet,Jul 5,7:15 PM,Hits,Gleyber Torres,DET,DET@CLE,,2,,,,1.5 (+215),,1.12,1.14,1.51%,OVER
BallyBet,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-200),,1,1.06,5.53%,OVER
Bet365,Jul 5,7:15 PM,Hits,Mauricio Dubon,HOU,HOU@LAD,,8,,,,0.5 (-156),0.5 (+125),0.88,1,13.59%,OVER
Bet365,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-132),0.5 (+100),0.8,0.88,10.10%,OVER
Bet365,Jul 5,4:10 PM,Hits,Jazz Chisholm,NYY,NYY@NYM,,5,,,,0.5 (-172),0.5 (+140),0.93,0.95,2.45%,OVER
Bet365,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-120),0.5 (-111),0.76,0.8,5.89%,OVER
Bet365,Jul 5,4:10 PM,Hits,Aaron Judge,NYY,NYY@NYM,,2,,,,0.5 (-244),0.5 (+190),1.1,1.14,3.33%,OVER
Bet365,Jul 5,4:10 PM,Hits,Gary Sanchez,BAL,BAL@ATL,,6,,,,0.5 (-125),0.5 (-105),0.78,0.8,2.21%,OVER
Bet365,Jul 5,7:15 PM,Hits,Zack Short,HOU,HOU@LAD,,9,,,,0.5 (+115),0.5 (-147),0.63,0.65,3.00%,OVER
Bet365,Jul 5,2:10 PM,Hits,Josh Lowe,TB,TB@MIN,,6,,,,0.5 (-233),0.5 (+180),1.08,1.08,0.15%,OVER
Bet365,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-227),0.5 (+175),1.06,1.09,2.78%,OVER
Bet365,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-233),0.5 (+180),1.08,1.09,1.51%,OVER
Bet365,Jul 5,7:15 PM,Hits,Riley Greene,DET,DET@CLE,,4,,,,0.5 (-222),0.5 (+170),1.05,1.07,2.15%,OVER
Bet365,Jul 5,4:10 PM,Hits,Jackson Holliday,BAL,BAL@ATL,,1,,,,0.5 (-185),0.5 (+150),0.97,0.98,1.26%,OVER
Bet365,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-233),0.5 (+180),1.08,1.17,8.49%,OVER
Bet365,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-200),0.5 (+160),1,1.12,11.24%,OVER
Bet365,Jul 5,4:10 PM,Hits,Kyle Isbel,KC,KC@ARI,,9,,,,0.5 (-120),0.5 (-111),0.76,0.77,2.05%,OVER
Bet365,Jul 5,4:10 PM,Hits,Nick Loftin,KC,KC@ARI,,7,,,,0.5 (-141),0.5 (+110),0.83,0.89,7.20%,OVER
Bet365,Jul 5,2:20 PM,Hits,Michael Busch,CHC,STL@CHC,,7,,,,0.5 (-185),0.5 (+150),0.97,0.98,1.71%,OVER
Bet365,Jul 5,2:20 PM,Hits,Pete Crow-Armstrong,CHC,STL@CHC,,4,,,,0.5 (-233),0.5 (+180),1.08,1.11,3.08%,OVER
Bet365,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-132),0.5 (+100),0.8,0.82,2.08%,OVER
Bet365,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-182),0.5 (+145),0.96,1.06,10.45%,OVER
Bet365,Jul 5,2:20 PM,Hits,Nolan Gorman,STL,STL@CHC,,7,,,,0.5 (-161),0.5 (+130),0.9,0.93,3.97%,OVER
Bet365,Jul 5,9:10 PM,Hits,Ryan McMahon,COL,CWS@COL,,6,,,,0.5 (-213),0.5 (+165),1.03,1.04,0.33%,OVER
Bet365,Jul 5,2:10 PM,Hits,Willi Castro,MIN,TB@MIN,,2,,,,0.5 (-200),0.5 (+160),1,1.02,1.38%,OVER
Bet365,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-172),0.5 (+140),0.93,1.01,8.54%,OVER
Bet365,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-185),0.5 (+150),0.97,1.1,13.72%,OVER
Bet365,Jul 5,2:10 PM,Hits,Byron Buxton,MIN,TB@MIN,,1,,,,1.5 (+210),1.5 (-270),1.13,1.16,2.47%,OVER
Bet365,Jul 5,7:15 PM,Hits,Freddie Freeman,LAD,HOU@LAD,,4,,,,0.5 (-222),0.5 (+170),1.05,1.08,3.03%,OVER
Bet365,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-227),0.5 (+175),1.06,1.17,9.96%,OVER
Bet365,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-167),0.5 (+135),0.92,0.98,7.43%,OVER
Bet365,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-120),0.5 (-111),0.76,0.83,8.69%,OVER
Bet365,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-156),0.5 (+125),0.88,1.04,17.74%,OVER
Bet365,Jul 5,4:05 PM,Hits,Matt McLain,CIN,CIN@PHI,,1,,,,0.5 (-200),0.5 (+160),1,1.01,0.33%,OVER
Bet365,Jul 5,2:20 PM,Hits,Brendan Donovan,STL,STL@CHC,,1,,,,1.5 (+180),1.5 (-233),1.25,1.29,3.59%,OVER
Bet365,Jul 5,4:10 PM,Hits,Isaac Collins,MIL,MIL@MIA,,7,,,,0.5 (-132),0.5 (+100),0.8,0.8,0.25%,OVER
Bet365,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-200),0.5 (+160),1,1.03,2.50%,OVER
Bet365,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-227),0.5 (+175),1.06,1.17,9.69%,OVER
Bet365,Jul 5,2:10 PM,Hits,Matt Wallner,MIN,TB@MIN,,6,,,,0.5 (-132),0.5 (+100),0.8,0.84,4.80%,OVER
Bet365,Jul 5,7:15 PM,Hits,Johnathan Rodriguez,CLE,DET@CLE,,8,,,,0.5 (-120),0.5 (-111),0.76,0.84,10.73%,OVER
Bet365,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-125),0.5 (-105),0.78,0.83,7.29%,OVER
Bet365,Jul 5,2:20 PM,Hits,Kyle Tucker,CHC,STL@CHC,,2,,,,1.5 (+200),1.5 (-250),1.16,1.32,13.70%,OVER
Bet365,Jul 5,4:10 PM,Hits,Ryan O'Hearn,BAL,BAL@ATL,,5,,,,0.5 (-172),0.5 (+140),0.93,0.96,2.90%,OVER
Bet365,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-200),0.5 (+160),1,1.05,5.18%,OVER
Bet365,Jul 5,9:10 PM,Hits,Michael A. Taylor,CWS,CWS@COL,,9,,,,0.5 (-167),0.5 (+135),0.92,0.92,0.61%,OVER
Bet365,Jul 5,4:10 PM,Hits,Joseph Ortiz,MIL,MIL@MIA,,9,,,,0.5 (-141),0.5 (+110),0.83,0.86,2.84%,OVER
Bet365,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-135),0.5 (+105),0.81,0.92,13.18%,OVER
Bet365,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-152),0.5 (+120),0.87,0.91,4.68%,OVER
Bet365,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-200),0.5 (+160),1,1.1,10.03%,OVER
Bet365,Jul 5,2:10 PM,Hits,Trevor Larnach,MIN,TB@MIN,,3,,,,0.5 (-182),0.5 (+145),0.96,0.99,3.00%,OVER
Bet365,Jul 5,2:10 PM,Hits,Jonathan Aranda,TB,TB@MIN,,4,,,,0.5 (-244),0.5 (+190),1.1,1.11,0.88%,OVER
Bet365,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-116),0.5 (-116),0.75,0.86,14.72%,OVER
Bet365,Jul 5,4:10 PM,Hits,Maikel Garcia,KC,KC@ARI,,4,,,,0.5 (-250),0.5 (+200),1.12,1.17,4.65%,OVER
Bet365,Jul 5,2:20 PM,Hits,Alec Burleson,STL,STL@CHC,,4,,,,1.5 (+190),1.5 (-244),1.2,1.2,0.19%,OVER
Bet365,Jul 5,7:15 PM,Hits,Brayan Rocchio,CLE,DET@CLE,,9,,,,0.5 (-116),0.5 (-116),0.75,0.77,3.69%,OVER
BetBuilder,Jul 5,2:20 PM,Hits,Kyle Tucker,CHC,STL@CHC,,2,,,,1.5 (+182),1.5 (-244),1.23,1.32,7.07%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-204),0.5 (+154),1.01,1.05,4.21%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Zack Short,HOU,HOU@LAD,,9,,,,0.5 (+115),0.5 (-149),0.63,0.65,3.00%,OVER
BetBuilder,Jul 5,2:10 PM,Hits,Josh Lowe,TB,TB@MIN,,6,,,,0.5 (-233),0.5 (+173),1.08,1.08,0.15%,OVER
BetBuilder,Jul 5,9:40 PM,Hits,Jake Burger,TEX,TEX@SD,,8,,,,0.5 (-167),0.5 (+127),0.92,0.92,0.43%,OVER
BetBuilder,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-222),0.5 (+168),1.05,1.09,3.86%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-233),0.5 (+173),1.08,1.09,1.51%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Riley Greene,DET,DET@CLE,,4,,,,0.5 (-222),0.5 (+167),1.05,1.07,2.15%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Jazz Chisholm,NYY,NYY@NYM,,5,,,,0.5 (-172),0.5 (+131),0.93,0.95,2.45%,OVER
BetBuilder,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-127),0.5 (-102),0.79,0.8,2.38%,OVER
BetBuilder,Jul 5,9:10 PM,Hits,Orlando Arcia,COL,CWS@COL,,8,,,,0.5 (-217),0.5 (+163),1.04,1.05,1.22%,OVER
BetBuilder,Jul 5,2:10 PM,Hits,Jonathan Aranda,TB,TB@MIN,,4,,,,0.5 (-244),0.5 (+182),1.1,1.11,0.88%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-116),0.5 (-111),0.75,0.86,14.72%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Maikel Garcia,KC,KC@ARI,,4,,,,0.5 (-250),0.5 (+185),1.12,1.17,4.65%,OVER
BetBuilder,Jul 5,9:10 PM,Hits,Ryan McMahon,COL,CWS@COL,,6,,,,0.5 (-200),0.5 (+153),1,1.04,3.32%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-182),0.5 (+139),0.96,1.01,5.45%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-200),0.5 (+153),1,1.1,9.54%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Nick Loftin,KC,KC@ARI,,7,,,,0.5 (-143),0.5 (+110),0.84,0.89,6.33%,OVER
BetBuilder,Jul 5,2:20 PM,Hits,Pete Crow-Armstrong,CHC,STL@CHC,,4,,,,0.5 (-244),0.5 (+180),1.1,1.11,0.79%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-130),0.5 (+101),0.8,0.82,2.98%,OVER
BetBuilder,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-200),0.5 (+152),1,1.06,5.53%,OVER
BetBuilder,Jul 5,2:20 PM,Hits,Nolan Gorman,STL,STL@CHC,,7,,,,0.5 (-167),0.5 (+128),0.92,0.93,1.94%,OVER
BetBuilder,Jul 5,9:40 PM,Hits,Fernando Tatis Jr.,SD,TEX@SD,,1,,,,1.5 (+186),1.5 (-250),1.22,1.23,1.28%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Mauricio Dubon,HOU,HOU@LAD,,8,,,,0.5 (-175),0.5 (+135),0.94,1,6.81%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-132),0.5 (+102),0.8,0.88,10.10%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-227),0.5 (+169),1.06,1.17,9.69%,OVER
BetBuilder,Jul 5,2:10 PM,Hits,Matt Wallner,MIN,TB@MIN,,6,,,,0.5 (-135),0.5 (+104),0.81,0.84,3.46%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Johnathan Rodriguez,CLE,DET@CLE,,8,,,,0.5 (-135),0.5 (+105),0.81,0.84,3.38%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-132),0.5 (+102),0.8,0.83,3.99%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-204),0.5 (+155),1.01,1.03,1.56%,OVER
BetBuilder,Jul 5,9:10 PM,Hits,Yanquiel Fernandez,COL,CWS@COL,,9,,,,0.5 (-159),0.5 (+122),0.89,0.9,0.52%,OVER
BetBuilder,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-222),0.5 (+167),1.05,1.17,11.03%,OVER
BetBuilder,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-200),0.5 (+152),1,1.12,11.24%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-213),0.5 (+162),1.03,1.1,6.85%,OVER
BetBuilder,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-145),0.5 (+112),0.85,0.92,8.64%,OVER
BetBuilder,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-156),0.5 (+121),0.88,0.91,3.17%,OVER
BetBuilder,Jul 5,4:05 PM,Hits,Bryce Harper,PHI,CIN@PHI,,3,,,,0.5 (-238),0.5 (+178),1.09,1.09,0.24%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Freddie Freeman,LAD,HOU@LAD,,4,,,,0.5 (-217),0.5 (+163),1.04,1.08,4.13%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-227),0.5 (+170),1.06,1.17,9.96%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-185),0.5 (+140),0.97,0.98,1.94%,OVER
BetBuilder,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-127),0.5 (-102),0.79,0.83,5.09%,OVER
BetBuilder,Jul 5,9:40 PM,Hits,Xander Bogaerts,SD,TEX@SD,,5,,,,0.5 (-222),0.5 (+168),1.05,1.05,0.06%,OVER
BetBuilder,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-179),0.5 (+136),0.95,1.04,9.43%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-200),0.5 (+155),1,1.1,10.03%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Trevor Larnach,MIN,TB@MIN,,3,,,,0.5 (-185),0.5 (+140),0.97,0.99,2.16%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Michael Harris II,ATL,BAL@ATL,,8,,,,0.5 (-190),0.5 (+145),0.98,1,2.17%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Jonathan Aranda,TB,TB@MIN,,4,,,,0.5 (-235),0.5 (+180),1.08,1.11,2.75%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-110),0.5 (-115),0.72,0.86,18.21%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Brayan Rocchio,CLE,DET@CLE,,9,,,,0.5 (-120),0.5 (-110),0.76,0.77,1.86%,OVER
BetMGM,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-125),0.5 (-105),0.78,0.8,3.32%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Aaron Judge,NYY,NYY@NYM,,2,,,,0.5 (-250),0.5 (+190),1.12,1.14,2.03%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Gary Sanchez,BAL,BAL@ATL,,6,,,,0.5 (-115),0.5 (-110),0.74,0.8,7.17%,OVER
BetMGM,Jul 5,9:10 PM,Hits,Orlando Arcia,COL,CWS@COL,,8,,,,0.5 (-220),0.5 (+160),1.05,1.05,0.58%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-165),0.5 (+130),0.91,0.98,8.13%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-125),0.5 (-105),0.78,0.83,6.05%,OVER
BetMGM,Jul 5,9:40 PM,Hits,Xander Bogaerts,SD,TEX@SD,,5,,,,0.5 (-220),0.5 (+165),1.05,1.05,0.49%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-175),0.5 (+135),0.94,1.04,10.70%,OVER
BetMGM,Jul 5,9:40 PM,Hits,Jonah Heim,TEX,TEX@SD,,7,,,,0.5 (-145),0.5 (+110),0.85,0.85,0.71%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Nick Loftin,KC,KC@ARI,,7,,,,0.5 (-155),0.5 (+115),0.88,0.89,1.59%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-135),0.5 (+105),0.81,0.82,0.77%,OVER
BetMGM,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-185),0.5 (+135),0.97,1.06,9.56%,OVER
BetMGM,Jul 5,2:20 PM,Hits,Nolan Gorman,STL,STL@CHC,,7,,,,0.5 (-145),0.5 (+110),0.85,0.93,10.25%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Ryan O'Hearn,BAL,BAL@ATL,,5,,,,0.5 (-175),0.5 (+135),0.94,0.96,1.98%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Mookie Betts,LAD,HOU@LAD,,2,,,,0.5 (-235),0.5 (+175),1.08,1.11,2.57%,OVER
